Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
The Sun: Chapter 1,R. H. Quaytman,37079,"(American, born 1961)",(American),(1961),(0),(female),2001,Oil and gesso on wood,"20 x 32 3/8"" (50.8 x 82.2 cm)",Fund for the Twenty-First Century,575.2009.6,Painting,Painting & Sculpture,2009-05-13,Y,128476,https://www.moma.org/collection/works/128476,https://www.moma.org/media/W1siZiIsIjE1OTE3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fef85503639d0f4c,"""MoMA, Floor 2, 203""",,,,50.8001016002,,,82.2326644653,,
Memphis,William Eggleston,1690,"(American, born 1939)",(American),(1939),(0),(male),c. 1969,Dye transfer print,"13 9/16 × 8 3/4"" (34.4 × 22.3 cm)",Purchase,341.1978,Photograph,Photography,1978-05-11,Y,51272,https://www.moma.org/collection/works/51272,https://www.moma.org/media/W1siZiIsIjEyMTI4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1e732d949c46c1a6,,,,,34.4,,,22.3,,
The Inner Pages from S.M.S. No. 5,Angus MacLise,3673,"(American, 1938–1979)",(American),(1938),(1979),(male),1968,"Pamphlet of ten offset lithographs, one with collage additions","page (each): 6 3/4 x 8 3/4"" (17.1 x 22.2 cm)",Gift of Carol O. Selle,460.1977.5f,Print,Drawings & Prints,1977-11-10,Y,69524,https://www.moma.org/collection/works/69524,https://www.moma.org/media/W1siZiIsIjMwOTE3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=96729852c4fd8478,,,,,17.1,,,22.2,,
Asparagus and Lemon,Yozo Hamaguchi,2472,"(Japanese, 1909–2000)",(Japanese),(1909),(2000),(male),1957,Mezzotint,"plate: 11 3/4 x 17 1/2"" (29.8 x 44.5cm); sheet: 19 11/16 x 25 5/8"" (50 x 65.1cm)",Gift of Heinz Berggruen,566.1959,Print,Drawings & Prints,1959-04-22,Y,71220,https://www.moma.org/collection/works/71220,https://www.moma.org/media/W1siZiIsIjIxNTI5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e9c320952e1f21ac,,,,,29.8,,,44.5,,
"The New Sports Pavilion, Belmont Park, New York Project (Perspective)",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1956,"Pencil, colored pencil, and ink on tracing paper","EST.: 35 × 58 5/8"" (88.9 × 148.9 cm)","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.5616.014,Frank Lloyd Wright Archive,Architecture & Design,,N,200822,,,,,0.0,,88.9001778004,,,148.9077978156,,
"Wrinkled Element (Élément ridé) from the portfolio Soil, Earth (Sols, terres) from Phenomena (Les Phénomènes)",Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1959,One from a portfolio of eighteen lithographs,"composition: 16 x 15 3/16"" (40.7 x 38.6 cm); sheet: 25 1/16 x 17 13/16"" (63.7 x 45.2 cm)",Gift of Mr. and Mrs. Ralph F. Colin,730.1965.18,Print,Drawings & Prints,1965-11-09,Y,143451,https://www.moma.org/collection/works/143451,https://www.moma.org/media/W1siZiIsIjIwNzMyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b8886facb87e8bd2,,,,,40.7,,,38.6,,
"Powerhouse and Palm Tree, near Lordsburg, New Mexico",Wright Morris,4109,"(American, 1910–1998)",(American),(1910),(1998),(male),1940,Gelatin silver print,"7 1/2 × 9 1/2"" (19.1 × 24.1 cm)",Purchase,76.1966,Photograph,Photography,1966-01-11,N,45730,,,,,,,19.1,,,24.1,,
Lass' doch,Norbert Bisky,28565,"(German, born 1970)",(German),(1970),(0),(male),2003,"Watercolor and pencil on paper
","16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1310.2005,Drawing,Drawings & Prints,2005-05-10,Y,95536,https://www.moma.org/collection/works/95536,https://www.moma.org/media/W1siZiIsIjExMzY2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5c3d5e0d332645ac,,,,,41.9101,,,55.8801,,
Untitled from Favorite Objects,Christian Boltanski,649,"(French, 1944–2021)",(French),(1944),(2021),(male),1998,One from a portfolio of 264 color Xeroxes,"composition: 10 13/16 x 8 5/16"" (27.4 x 21.1 cm); sheet: 11 x 8 9/16"" (28 x 21.7 cm)","Gift of Lee and Ann Fensterstock, in honor of their daughters, Kate and Jane",155.1999.214,Print,Drawings & Prints,1999-05-20,N,134141,,,,,,,27.4,,,21.1,,
Untitled,Wayne Miller,17697,"(American, 1918–2013)",(American),(1918),(2013),(male),1946-48,Gelatin silver print,"13 1/4 × 10 1/4"" (33.7 × 26.1 cm)",Gift of the artist,180.1974.29,Photograph,Photography,1974-04-02,N,47700,,,,,,,33.7,,,26.1,,
(Abstract of Woman's Head),Edmund Teske,5836,"(American, 1911–1996)",(American),(1911),(1996),(male),1959,Gelatin silver print,"13 7/8 × 10 15/16"" (35.2 × 27.8 cm)",Purchase,507.1960,Photograph,Photography,1960-11-30,N,54511,,,,,,,35.2,,,27.8,,
Poster of the French National Railroad,Album-miscellaneous,101,(Various),(),(0),(0),(),1900-1943,,,Gift of the French National Railroads,65.1943.232,Design,Architecture & Design,1943-02-18,N,163051,,,,,,,,,,,,
Quebec Province,Henri Cartier-Bresson,1000,"(French, 1908–2004)",(French),(1908),(2004),(male),1965,Gelatin silver print,"23 × 35 1/16"" (58.4 × 89.1 cm)",Gift of the artist,224.2009,Photograph,Photography,2009-02-09,Y,110873,https://www.moma.org/collection/works/110873,https://www.moma.org/media/W1siZiIsIjE4NDE3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c6638b9445d8ed38,,,,,58.4201,,,89.0589,,
Danny Lyon,Danny Lyon,3650,"(American, born 1942)",(American),(1942),(0),(male),1979,"Thirty gelatin silver prints, published 1979",,Gift of Mr. and Mrs. James Hunter,412.1992.1-30,Photograph,Photography,1992-10-15,N,52906,,,,,,,,,,,,
DAD. PSD,Michael Williams,45391,"(American, born 1978)",(American),(1978),(0),(male),2016,Lithograph,"composition (irreg.): 21 1/16 × 27 11/16"" (53.5 × 70.4 cm); sheet: 29 3/4 × 21 7/8"" (75.5 × 55.5 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,1330.2016,Print,Drawings & Prints,2016-11-14,Y,215847,https://www.moma.org/collection/works/215847,https://www.moma.org/media/W1siZiIsIjM4Nzg3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8d96b80f448643c6,,,,,53.5,,,70.4,,
M. standing from The Nude Man,Beth Van Hoesen,2684,"(American, 1926–2010)",(American),(1926),(2010),(female),1965,"Etching from a book of twenty etchings (six with drypoint and six with aquatint), four drypoints, and one engraving","plate: 10 1/16 x 3 1/8"" (25.5 x 7.9 cm); sheet (irreg.): 14 15/16 x 11"" (38 x 28 cm)",Gift of the E. Mark Adams and Beth Van Hoesen Adams Trust,753.2012.21,Print,Drawings & Prints,2012-05-22,N,163382,,,,,,,25.5,,,7.9,,
In-text plate (folio 17) from The Adventures of a Novel in Four Chapters,Bruce Conner,1215,"(American, 1933–2008)",(American),(1933),(2008),(male),1991,One from an illustrated book with fourteen line blocks and one ink drawing,"composition (irreg.): 8 1/8 x 5 11/16"" (20.6 x 14.5 cm); page: 13 3/8 × 10 7/16"" (34 × 26.5 cm)",John B. Turner Fund,487.1992.12,Illustrated Book,Drawings & Prints,1992-11-04,Y,17925,https://www.moma.org/collection/works/17925,https://www.moma.org/media/W1siZiIsIjMzNzIzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2932f698c45a7efe,,,,,20.6,,,14.5,,
"Urban Proposal with Multi Thin-Shell Capsules, project (Exterior perspective, elevation and detail sketches)",Daniel Grataloup,42362,"(Swiss, born 1937)",(Swiss),(1937),(0),(male),1970,Pencil on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of the architect,1808.2012.6,Architecture,Architecture & Design,2012-10-15,Y,168665,https://www.moma.org/collection/works/168665,https://www.moma.org/media/W1siZiIsIjI2NTc2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a33066ed5b5c2d98,,,,,29.8450596901,,,20.9550419101,,
"THE MOSQUE OF OMAR, JERUSALEM",Francis Frith,2015,"(British, 1822–1898)",(British),(1822),(1898),(male),1857,Albumen silver print,"6 1/8 × 9 1/8"" (15.5 × 23.2 cm)","Transferred from The Museum of Modern Art Library, New York",169.1974.41,Photograph,Photography,1974-04-02,N,47244,,,,,,,15.5,,,23.2,,
The World Map A,Hong Hao,26884,"(Chinese, born 1965)",(Chinese),(1965),(0),(male),2000,Screenprint,"composition (irreg.): 12 3/4 x 23 5/8"" (32.4 x 60 cm); sheet: 22 7/16 x 30"" (57 x 76.2 cm)",Lily Auchincloss Fund,33.2004,Print,Drawings & Prints,2004-03-11,Y,90652,https://www.moma.org/collection/works/90652,https://www.moma.org/media/W1siZiIsIjI0NDk0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d7ffa82ab4eac471,,,,,32.3851,,,60.0,,
FOLIE THOINARD. 9 RUE COQ-HÉRON,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1909,Albumen silver print,,"Abbott-Levy Collection. Acquired through the generosity of Shirley C. Burden, and Family of Man Fund",1.1969.2066,Photograph,Photography,1968-03-06,N,40065,,,,,,,,,,,,
"Untitled (Mexico City, March 2017)",Julia Rommel,46664,"(American, born 1980)",(American),(1980),(0),(female),2017,Intaglio,"composition (irreg.): 10 3/8 × 7 5/8"" (26.3 × 19.3 cm); sheet: 13 3/16 × 10 3/8"" (33.5 × 26.4 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,375.2018,Print,Drawings & Prints,2018-05-23,Y,284750,https://www.moma.org/collection/works/284750,https://www.moma.org/media/W1siZiIsIjQzMjc4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ef9da3aefbe253d,,,,,26.3,,,19.3,,
"IIT Electrical Engineering and Physics Building (Siegel Hall), Chicago, IL (Floor plans.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1954—1955,Pencil and colored pencil on paper,(51.4 x 106.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR5505.44,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,458436,,,,,,,,,,,,
Yang Chi Goes to the Capital City to Sell His Knife (plate 8) from All Men Are Brothers (Shui Hu Chuan),Miguel Covarrubias,1279,"(Mexican, 1904–1957)",(Mexican),(1904),(1957),(male),1948,"Line block reproduction after drawing, with stencil, from an illustrated book with fifty-six line block reproductions after drawings (thirty-two with stencil)","composition (irreg.): 10 1/16 × 6 3/4"" (25.5 × 17.2 cm); page: 12 3/16 × 8 7/8"" (31 × 22.5 cm)",The Louis E. Stern Collection,769.1964.A15,Illustrated Book,Drawings & Prints,1964-10-06,N,451760,,,,,,,25.5,,,17.2,,
Light Rain (Lichtregen),Günther Uecker,5999,"(German, 1930–2025)",(German),(1930),(2025),(male),2014,Woodcut,"composition: 31 1/2 × 23 13/16"" (80 × 60.5 cm); sheet: 39 1/8 × 29 5/8"" (99.3 × 75.2 cm)",Gift of Dr. Samuel Mandel (by exchange),1734.2015,Print,Drawings & Prints,2015-10-27,Y,195002,https://www.moma.org/collection/works/195002,https://www.moma.org/media/W1siZiIsIjM0MDUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ae1dfc79875ba4ae,,,,,80.0,,,60.5,,
Jardin Luxembourg. Monument de Delacroix,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1902,Albumen silver print,"Approx. 6 1/2 × 8 1/2"" (16.5 × 21.6 cm)","Abbott-Levy Collection. Acquired through the generosity of Shirley C. Burden, and Family of Man Fund",1.1969.4522,Photograph,Photography,1968-03-06,Y,42793,https://www.moma.org/collection/works/42793,https://www.moma.org/media/W1siZiIsIjMwMTM3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4da0cca712c10366,,,,,,,,,,
"Palacio de los Deportes, Mexico, D.F",José Antonio Attolini Lack,43916,"(Mexican, 1931–2012)",(Mexican),(1931),(2012),(male),1966,Print,"11 x 14"" (28 x 35.5 cm)",Gift of Carmen Pesqueira de Attolini,660.2014.10,Architecture,Architecture & Design,2014-10-06,Y,187628,https://www.moma.org/collection/works/187628,,,,,,28.0,,,35.5,,
Poster for Hamlet,Franz Peffer,4540,"(German, 1887–1937)",(German),(1887),(1937),(male),1920,Lithograph,"27 3/4 x 37 1/4"" (69.5 x 94.7 cm)",Acquired by exchange,643.1981,Design,Architecture & Design,1981-12-10,Y,7836,https://www.moma.org/collection/works/7836,https://www.moma.org/media/W1siZiIsIjUyMTQwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=007aa1dab951d73c,,,,,69.5,,,94.7,,
U.S.A Surpasses All the Genocide Records,George Maciunas,21398,"(American, born Lithuania. 1931–1978)",(American),(1931),(1978),(male),1966,Offset poster with wood stick,"108x87,5 cm",The Gilbert and Lila Silverman Fluxus Collection Gift,2472.2008,Print,Drawings & Prints,2008-10-08,N,128007,,,,,0.0,,0.0,,,0.0,,
"Untitled, no. 46 of 69, from the illustrated book, Album",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1994,Photolithograph,"vellum overlay: 8 1/4 × 5"" (21 × 12.7 cm); page: 8 1/4 × 10 1/2"" (21 × 26.6 cm)",Gift of the artist,196.1997.46,Illustrated Book,Drawings & Prints,1997-05-28,Y,177984,https://www.moma.org/collection/works/177984,https://www.moma.org/media/W1siZiIsIjMwMTAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2f45a287491b40f1,,,0.0,,21.0,,,12.7,,
Untitled,Richard Hunt,2769,"(American, 1935–2023)",(American),(1935),(2023),(male),1965,Lithograph,"composition (irreg.): 16 3/4 × 29 7/8"" (42.5 × 75.9 cm); sheet: 22 3/8 × 30 1/16"" (56.9 × 76.3 cm)","Gift of Kleiner, Bell & Co.",1526.1967,Print,Drawings & Prints,1969-12-04,Y,77073,https://www.moma.org/collection/works/77073,https://www.moma.org/media/W1siZiIsIjI5MDE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7e6c6d715109896d,,,,,42.5,,,75.9,,
Plate (folio 10d recto) from PANTOMIMA,Marco Gastini,2091,"(Italian, born 1938)",(Italian),(1938),(0),(male),1977,"Lithograph and relief stamping, printed in color","irreg. composition  10 5/8 x 12 3/16"" (27 x 31 cm)",Dorothy B. and Joseph M. Edinburg Fund,453.1978.16,Illustrated Book,Drawings & Prints,1978-05-22,N,17343,,,,,,,27.0,,,31.0,,
Destroy All Monsters Magazine Issue #3,Destroy All Monsters,37719,,(),(0),(0),(),c. 1978,"Offset, color photocopy, photocopy, stamped ink, and spray paint","page (each): 11 x 8 1/2"" (27.9 x 21.6 cm)",Acquired through the generosity of Richard J. Gerrig and Timothy Peterson,1658.2009.3,Illustrated Book,Drawings & Prints,2009-11-17,N,133600,,,,,,,27.9400558801,,,21.5900431801,,
Untitled,Unidentified photographer,8595,,(),(0),(0),(),c. 1930,Gelatin silver print,"4 × 3 1/8"" (10.1 × 8 cm)",Gift of Peter J. Cohen,622.2010,Photograph,Photography,2010-10-07,Y,141074,https://www.moma.org/collection/works/141074,https://www.moma.org/media/W1siZiIsIjMyMjM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1ca923c9bc8f3a17,,,,,10.1,,,8.0,,
"February 16, 1968",Akihide Tamura (Shigeru Tamura),137699,"(Japanese, born 1947)",(Japanese),(1947),(0),(male),1968,Gelatin silver print,"6 × 6"" (15.2 × 15.2 cm)",Gift of the artist,130.1977,Photograph,Photography,1977-03-10,Y,46726,https://www.moma.org/collection/works/46726,https://www.moma.org/media/W1siZiIsIjIzNTMyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=337b74ff331cebef,,,,,15.2,,,15.2,,
"Untitled, no. 6 of 12, from the illustrated book, To Whom It May Concern",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),2010,Digital print,"page (each): 16 15/16 x 11 13/16"" (43 x 30 cm); composition (spread): 16 15/16 x 23 5/8"" (43 x 60 cm)",Gift of the artist,109.2012.6a-b,Illustrated Book,Drawings & Prints,2012-02-07,Y,167753,https://www.moma.org/collection/works/167753,https://www.moma.org/media/W1siZiIsIjI2NzEyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f94de19fafba35d4,,,,,43.0,,,30.0,,
"Israel & Vietnam, The Horrors of War, A Dedication to Goya",Rudolf Schoofs,5263,"(German, 1932–2009)",(German),(1932),(2009),(male),1968,Portfolio of eleven lithographs,"sheet and comp. vary between  24 11/16 x 18 5/8"" and 25 1/2 x  19 1/8"" (62.7 x 47.3 cm and 63.8 x 48.6 cm)",Gift of the artist,766.1968.1-11,Print,Drawings & Prints,1968-06-04,Y,73916,https://www.moma.org/collection/works/73916,,,,0.0,,64.7701295403,,,48.5775971552,,
Spectacles,Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),1961,Lithograph,,Gift of Mr. and Mrs. Ralph F. Colin,629.1966.13,Print,Drawings & Prints,1966-12-06,N,164089,,,,,,,,,,,,
Ombre à l’Ombre,Lyle Ashton Harris,42969,"(American, born 1965)",(American),(1964),(0),(male),2019,"Ghanaian cloth, dye sublimation prints, and ephemera","62 1/2 × 72 1/2"" (158.8 × 184.2 cm)","Acquired through the generosity of Agnes Gund, and David Dechman and Michel Mercure",544.2022,Photograph,Photography,2022-05-25,Y,433021,https://www.moma.org/collection/works/433021,https://www.moma.org/media/W1siZiIsIjUyMjUwMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0205e55b199ced27,"""MoMA, Floor 2, 209""",,0.0,,158.7503175006,,,184.1503683007,,
"Tugendhat House, Brno, Czech Republic (Curtain rails. Sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1928—1930,Pencil on tracing paper,(32.2 x 37.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR2.297,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,473689,,,,,,,,,,,,
M. Iu. D. (International Youth Day),Vera Ivanova,24393,,(),(0),(0),(female),1930,,"Page: 6 3/4 x 4 15/16"" (17.1x 12.6 cm)",Gift of The Judith Rothschild Foundation (Donation of Alex Rabinovich),810.2001,Illustrated Book,Drawings & Prints,2001-01-24,N,25149,,,,,,,17.1,,,12.6,,
Wrapper from PETRIFICADA PETRIFICANTE,Antoni Tàpies,5809,"(Spanish, 1923–2012)",(Spanish),(1923),(2012),(male),1978,"Lift ground aquatint, soft ground etching, and carborundum, printed in color","irreg. composition  14 1/2 x 34 5/16"" (36.8 x 87.1 cm)",Mrs. Gilbert W. Chapman Fund and gift of Galerie Maeght,21.1981.A1,Illustrated Book,Drawings & Prints,1981-01-15,N,9423,,,,,,,36.8,,,87.1,,
Untitled,Ernest Cole,7971,"(South African, 1940–1990)",(South African),(1940),(1990),(male),c. 1960,Gelatin silver print,"Approx. 8 × 10"" (20.3 × 25.4 cm)",Committee on Photography Fund,307.2019,Photograph,Photography,2019-11-12,Y,401379,https://www.moma.org/collection/works/401379,https://www.moma.org/media/W1siZiIsIjQ3MzQ2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f5f4b8db00d53611,,,,,20.3200406401,,,25.4000508001,,
"Coney Island, New York",Henri Cartier-Bresson,1000,"(French, 1908–2004)",(French),(1908),(2004),(male),1946,Gelatin silver print,"13 3/4 × 9 1/4"" (35 × 23.5 cm)",Gift of Monroe Wheeler,654.1970,Photograph,Photography,1970-10-27,Y,55854,https://www.moma.org/collection/works/55854,https://www.moma.org/media/W1siZiIsIjEyMzcxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46d040c18c7f3ad7,,,,,35.0,,,23.5,,
Fluxfilm No. 7: 10 Feet,Fluxus Collective,36649,,(),(0),(0),(),,DVD,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC888,Video,Fluxus Collection,2008-10-08,N,130518,,,,,,,,,,,,
The Lord's Prayer (Das Vater Unser),Max Pechstein,4533,"(German, 1881–1955)",(German),(1881),(1955),(male),1921,Portfolio of twelve woodcuts and one woodcut cover,"composition (each approx.): 15 5/8 x 11 5/8"" (39.7 x 29.6 cm); sheet (each approx.): 21 7/16 x 16 1/4"" (54.5 x 41.3 cm)","Transferred from The Museum of Modern Art Library, New York",598.1949.1-13,Print,Drawings & Prints,1949-09-29,Y,71662,https://www.moma.org/collection/works/71662,https://www.moma.org/media/W1siZiIsIjEyMTk0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9a85f997e6fcf23f,,,,,39.7,,,29.6,,
"Proposition (Make a Salad), Festival of Misfits, ICA, London, October 23- November 8, 1962",Alison Knowles,36471,"(American, born 1933)",(American),(1933),(0),(female),1962,Gelatin silver print,"sheet: 10 × 8"" (25.4 × 20.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3724.2008.U10,Photograph,Drawings & Prints,2008-10-08,N,270926,,,,,,,25.4,,,20.3,,
Pose 0572 Ingrid Sischy,Lucas Samaras,5134,"(American, born Greece. 1936–2024)",(American),(1936),(2024),(male),2010,Inkjet print,"32 × 18"" (81.3 × 45.7 cm)",Gift of Dr. and Mrs. William Tsiaras,323.2013,Photograph,Photography,2013-02-13,Y,166267,https://www.moma.org/collection/works/166267,https://www.moma.org/media/W1siZiIsIjI2NTYwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=846e5723bd58e50c,,,,,81.3,,,45.7,,
Untitled,Brett Weston,6327,"(American, 1911–1993)",(American),(1911),(1993),(male),1954,Gelatin silver print,"7 9/16 × 9 5/8"" (19.3 × 24.5 cm)",Gift of David H. McAlpin,1826.1968,Photograph,Photography,1968-05-01,Y,58409,https://www.moma.org/collection/works/58409,https://www.moma.org/media/W1siZiIsIjE5MzE4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=45063d4f322c0365,,,,,19.3,,,24.5,,
Between your hands into a hearth,Dionne Lee,132454,"(American, born 1988)",(American),(1988),(0),(female),2019,Gelatin silver print with graphite,"13 15/16 × 10 15/16"" (35.4 × 27.8 cm)",Fund for the Twenty-First Century,3.2021,Photograph,Photography,2021-01-27,Y,407704,https://www.moma.org/collection/works/407704,https://www.moma.org/media/W1siZiIsIjQ4MTI4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=489714bfc1b43f33,,,,,35.4013208026,,,27.7813055626,,
GEORGES ROUAULT,Arnold Newman,4284,"(American, 1918–2006)",(American),(1918),(2006),(male),1957,Gelatin silver print,"sight 9 3/8 × 7 1/16"" (23.8 × 17.9 cm)",Gift of the artist,298.1959,Photograph,Photography,1959-04-22,N,50166,,,,,,,23.8,,,17.9,,
Harvest,Hiroshi Hamaya,2475,"(Japanese, 1915–1999)",(Japanese),(1915),(1999),(male),1955,Gelatin silver print,"14 1/16 × 9 1/8"" (35.7 × 23.1 cm)
sheet  14 1/16 × 11"" (35.7 × 28 cm)",Gift of Nihon Keizai Shimbun,437.1959,Photograph,Photography,1959-04-22,Y,53366,https://www.moma.org/collection/works/53366,https://www.moma.org/media/W1siZiIsIjIxMzY3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7301d506c731b169,,,,,35.7,,,23.1,,
